6378;398599
===END===
780;0;0;0;1.507964;0.005;0
780;0;0;0;1.507964;0.005;0.571198652
780;0;0;0;1.507964;0.005;1.142397304
780;0;0;0;1.507964;0.005;1.713595956
780;0;0;0;1.507964;0.005;2.284794608
780;0;0;0;1.507964;0.005;2.85599326
780;0;0;0;1.507964;0.005;3.427191912
780;0;0;0;1.507964;0.005;3.998390564
780;0;0;0;1.507964;0.005;4.569589216
780;0;0;0;1.507964;0.005;5.140787868
780;0;0;0;1.507964;0.005;5.71198652
780;0;0.5235988;0;1.507964;0.005;0
780;0;0.5235988;0;1.507964;0.005;0.571198652
780;0;0.5235988;0;1.507964;0.005;1.142397304
780;0;0.5235988;0;1.507964;0.005;1.713595956
780;0;0.5235988;0;1.507964;0.005;2.284794608
780;0;0.5235988;0;1.507964;0.005;2.85599326
780;0;0.5235988;0;1.507964;0.005;3.427191912
780;0;0.5235988;0;1.507964;0.005;3.998390564
780;0;0.5235988;0;1.507964;0.005;4.569589216
780;0;0.5235988;0;1.507964;0.005;5.140787868
780;0;0.5235988;0;1.507964;0.005;5.71198652
780;0;1.0471976;0;1.507964;0.005;0
780;0;1.0471976;0;1.507964;0.005;0.571198652
780;0;1.0471976;0;1.507964;0.005;1.142397304
780;0;1.0471976;0;1.507964;0.005;1.713595956
780;0;1.0471976;0;1.507964;0.005;2.284794608
780;0;1.0471976;0;1.507964;0.005;2.85599326
780;0;1.0471976;0;1.507964;0.005;3.427191912
780;0;1.0471976;0;1.507964;0.005;3.998390564
780;0;1.0471976;0;1.507964;0.005;4.569589216
780;0;1.0471976;0;1.507964;0.005;5.140787868
780;0;1.0471976;0;1.507964;0.005;5.71198652
780;0;1.5707964;0;1.507964;0.005;0
780;0;1.5707964;0;1.507964;0.005;0.571198652
780;0;1.5707964;0;1.507964;0.005;1.142397304
780;0;1.5707964;0;1.507964;0.005;1.713595956
780;0;1.5707964;0;1.507964;0.005;2.284794608
780;0;1.5707964;0;1.507964;0.005;2.85599326
780;0;1.5707964;0;1.507964;0.005;3.427191912
780;0;1.5707964;0;1.507964;0.005;3.998390564
780;0;1.5707964;0;1.507964;0.005;4.569589216
780;0;1.5707964;0;1.507964;0.005;5.140787868
780;0;1.5707964;0;1.507964;0.005;5.71198652
780;0;5.759587;0;1.507964;0.005;0
780;0;5.759587;0;1.507964;0.005;0.571198652
780;0;5.759587;0;1.507964;0.005;1.142397304
780;0;5.759587;0;1.507964;0.005;1.713595956
780;0;5.759587;0;1.507964;0.005;2.284794608
780;0;5.759587;0;1.507964;0.005;2.85599326
780;0;5.759587;0;1.507964;0.005;3.427191912
780;0;5.759587;0;1.507964;0.005;3.998390564
780;0;5.759587;0;1.507964;0.005;4.569589216
780;0;5.759587;0;1.507964;0.005;5.140787868
780;0;5.759587;0;1.507964;0.005;5.71198652
780;0;5.235988;0;1.507964;0.005;0
780;0;5.235988;0;1.507964;0.005;0.571198652
780;0;5.235988;0;1.507964;0.005;1.142397304
780;0;5.235988;0;1.507964;0.005;1.713595956
780;0;5.235988;0;1.507964;0.005;2.284794608
780;0;5.235988;0;1.507964;0.005;2.85599326
780;0;5.235988;0;1.507964;0.005;3.427191912
780;0;5.235988;0;1.507964;0.005;3.998390564
780;0;5.235988;0;1.507964;0.005;4.569589216
780;0;5.235988;0;1.507964;0.005;5.140787868
780;0;5.235988;0;1.507964;0.005;5.71198652
===END===
