6378;398599
===END===
23222;0;0;0;0.9773844;0.005;0
23222;0;0;0;0.9773844;0.005;0.6283185307
23222;0;0;0;0.9773844;0.005;1.2566370614
23222;0;0;0;0.9773844;0.005;1.8849555921
23222;0;0;0;0.9773844;0.005;2.5132741228
23222;0;0;0;0.9773844;0.005;3.1415926535
23222;0;0;0;0.9773844;0.005;3.7699111842
23222;0;0;0;0.9773844;0.005;4.3982297149
23222;0;0;0;0.9773844;0.005;5.0265482456
23222;0;0;0;0.9773844;0.005;5.6548667763
23222;0;2.094395;0;0.9773844;0.005;0
23222;0;2.094395;0;0.9773844;0.005;0.6283185307
23222;0;2.094395;0;0.9773844;0.005;1.2566370614
23222;0;2.094395;0;0.9773844;0.005;1.8849555921
23222;0;2.094395;0;0.9773844;0.005;2.5132741228
23222;0;2.094395;0;0.9773844;0.005;3.1415926535
23222;0;2.094395;0;0.9773844;0.005;3.7699111842
23222;0;2.094395;0;0.9773844;0.005;4.3982297149
23222;0;2.094395;0;0.9773844;0.005;5.0265482456
23222;0;2.094395;0;0.9773844;0.005;5.6548667763
23222;0;4.18879;0;0.9773844;0.005;0
23222;0;4.18879;0;0.9773844;0.005;0.6283185307
23222;0;4.18879;0;0.9773844;0.005;1.2566370614
23222;0;4.18879;0;0.9773844;0.005;1.8849555921
23222;0;4.18879;0;0.9773844;0.005;2.5132741228
23222;0;4.18879;0;0.9773844;0.005;3.1415926535
23222;0;4.18879;0;0.9773844;0.005;3.7699111842
23222;0;4.18879;0;0.9773844;0.005;4.3982297149
23222;0;4.18879;0;0.9773844;0.005;5.0265482456
23222;0;4.18879;0;0.9773844;0.005;5.6548667763
